校名,學系名稱,學科能力測驗及英語聽力測驗檢定標準,採計科目及加權(含學測、分科及術科)
國立成功大學,政治學系,數學 A (均標)或 數學 B (均標),英　文(學測) x 1.25、國　文(學測) x 1.00、公民與社會(分科) x 1.00、歷　史(分科) x 1.00
國立成功大學,經濟學系,---,數學乙(分科) x 2.00、英　文(學測) x 2.00、國　文(學測) x 1.50
國立成功大學,法律學系,---,公民與社會(分科) x 1.50、國　文(學測) x 1.50、英　文(學測) x 1.00、歷　史(分科) x 1.00、數學 B(學測) x 1.00
國立成功大學,物理學系,---,物　理(分科) x 1.50、數學甲(分科) x 1.50、英　文(學測) x 1.00
國立成功大學,統計與資料科學學系,---,數學甲(分科) x 1.50、英　文(學測) x 1.50、國　文(學測) x 1.00
國立成功大學,機械工程學系,國　文 (均標) 數學 A (均標),數學甲(分科) x 2.00、物　理(分科) x 2.00、英　文(學測) x 1.00
國立成功大學,電機工程學系(甲組),英　文 (均標),數學甲(分科) x 1.00、物　理(分科) x 1.00、英　文(學測) x 1.00、化　學(分科) x 1.00
國立成功大學,化學工程學系,---,數學甲(分科) x 1.25、化　學(分科) x 1.25、物　理(分科) x 1.25、英　文(學測) x 1.00
國立成功大學,資源工程學系,---,數學甲(分科) x 1.00、物　理(分科) x 1.00、英　文(學測) x 1.00、化　學(分科) x 1.00、國　文(學測) x 1.00
國立成功大學,材料科學及工程學系,國　文 (前標) 英　文 (前標),物　理(分科) x 1.50、化　學(分科) x 1.50、數學甲(分科) x 1.00、英　文(學測) x 1.00、國　文(學測) x 1.00
國立成功大學,建築學系,---,數學甲(分科) x 1.25、物　理(分科) x 1.25、英　文(學測) x 1.00、化　學(分科) x 1.00、國　文(學測) x 1.25
國立成功大學,工程科學系,---,數學甲(分科) x 1.00、物　理(分科) x 1.00、英　文(學測) x 1.00、化　學(分科) x 1.00、國　文(學測) x 1.00
國立成功大學,系統及船舶機電工程學系,---,數學甲(分科) x 1.00、物　理(分科) x 1.00、英　文(學測) x 1.00、化　學(分科) x 1.00、國　文(學測) x 1.00
國立成功大學,都市計劃學系(自然組),---,數學甲(分科) x 1.50、英　文(學測) x 1.50、國　文(學測) x 1.50、物　理(分科) x 1.00、化　學(分科) x 1.00
國立成功大學,航空太空工程學系,---,數學甲(分科) x 1.00、物　理(分科) x 1.00、英　文(學測) x 1.00、國　文(學測) x 1.00
國立成功大學,資訊工程學系,---,數學甲(分科) x 1.00、物　理(分科) x 1.00、英　文(學測) x 1.00、化　學(分科) x 1.00、國　文(學測) x 1.00
國立成功大學,工業與資訊管理學系,---,數學甲(分科) x 1.25、數學 A(學測) x 1.00、英　文(學測) x 1.25、國　文(學測) x 1.00、物　理(分科) x 1.00
國立成功大學,交通管理科學系,---,數學甲(分科) x 1.25、英　文(學測) x 1.25、國　文(學測) x 1.00、物　理(分科) x 1.00
國立成功大學,醫學系(自費),國　文 (前標),數學甲(分科) x 1.00、物　理(分科) x 1.00、化　學(分科) x 1.00、生　物(分科) x 1.00、英　文(學測) x 1.00
國立成功大學,職能治療學系,---,英　文(學測) x 1.00、生　物(分科) x 1.00、數學甲(分科) x 1.00、國　文(學測) x 1.00
國立成功大學,物理治療學系,---,英　文(學測) x 1.25、生　物(分科) x 1.00、數學甲(分科) x 1.00、物　理(分科) x 1.00、國　文(學測) x 1.00
國立成功大學,光電科學與工程學系,---,物　理(分科) x 1.00、數學甲(分科) x 1.00、英　文(學測) x 1.00、化　學(分科) x 1.00、國　文(學測) x 1.00
國立成功大學,全校不分系學士學位學程,英　文 (前標) 數學 A (頂標),數學甲(分科) x 1.00、英　文(學測) x 1.00、國　文(學測) x 1.00
國立成功大學,都市計劃學系(社會組),---,數學乙(分科) x 1.50、英　文(學測) x 1.50、國　文(學測) x 1.50、地　理(分科) x 1.00、歷　史(分科) x 1.00
國立成功大學,心理學系,---,英　文(學測) x 1.50、數學甲(分科) x 1.50、生　物(分科) x 1.00、化　學(分科) x 1.00、國　文(學測) x 1.00
國立成功大學,生物醫學工程學系,---,數學甲(分科) x 1.00、物　理(分科) x 1.00、英　文(學測) x 1.00、化　學(分科) x 1.00、國　文(學測) x 1.00
國立成功大學,藥學系,---,化　學(分科) x 1.25、生　物(分科) x 1.00、國　文(學測) x 1.00、英　文(學測) x 1.00、數學甲(分科) x 1.00
國立成功大學,生物科技與產業科學系,英　文 (均標),生　物(分科) x 1.50、化　學(分科) x 1.50、英　文(學測) x 1.50、物　理(分科) x 1.00
國立成功大學,醫學系(公費),國　文 (前標),數學甲(分科) x 1.00、物　理(分科) x 1.00、化　學(分科) x 1.00、生　物(分科) x 1.00、英　文(學測) x 1.00
國立成功大學,牙醫學系,國　文 (頂標) 數學 A (頂標),數學甲(分科) x 1.00、英　文(學測) x 1.00、生　物(分科) x 1.00、化　學(分科) x 1.00、物　理(分科) x 1.00
國立成功大學,機械工程學系(普渡雙聯組),數學 A (均標) 英　聽 (Ａ級),數學甲(分科) x 1.00、物　理(分科) x 1.00、英　文(學測) x 1.00
國立成功大學,電機工程學系(普渡雙聯組),英　文 (前標),數學甲(分科) x 1.00、物　理(分科) x 1.00、英　文(學測) x 1.00、化　學(分科) x 1.00
國立成功大學,資訊工程學系(普渡雙聯組),英　文 (前標),數學甲(分科) x 1.00、英　文(學測) x 1.00、物　理(分科) x 1.00、化　學(分科) x 1.00、國　文(學測) x 1.00
國立成功大學,電機工程學系(乙組),---,數學甲(分科) x 1.00、物　理(分科) x 1.00、英　文(學測) x 1.00、化　學(分科) x 1.00
國立成功大學,能源工程國際學士學位學程,---,數學甲(分科) x 1.00、化　學(分科) x 1.00、英　文(學測) x 1.00、國　文(學測) x 1.00
東吳大學,中國文學系,---,國　文(學測) x 2.00、英　文(學測) x 1.00、歷　史(分科) x 1.00
東吳大學,歷史學系,---,歷　史(分科) x 2.00、國　文(學測) x 1.00、社　會(學測) x 1.00
東吳大學,哲學系,---,英　文(學測) x 2.00、國　文(學測) x 2.00、公民與社會(分科) x 1.00
東吳大學,政治學系,---,公民與社會(分科) x 2.00、國　文(學測) x 1.50、英　文(學測) x 1.50、社　會(學測) x 1.00
東吳大學,社會學系,---,公民與社會(分科) x 1.50、英　文(學測) x 1.50、數學 B(學測) x 1.00、國　文(學測) x 1.50
東吳大學,社會工作學系,---,國　文(學測) x 1.50、英　文(學測) x 1.00、公民與社會(分科) x 2.00
東吳大學,音樂學系,---,音　樂(術科) x 2.00、國　文(學測) x 1.00、英　文(學測) x 1.00、歷　史(分科) x 1.00
東吳大學,英文學系,---,英　文(學測) x 2.00、國　文(學測) x 1.50、歷　史(分科) x 1.00
東吳大學,日本語文學系,---,英　文(學測) x 1.50、國　文(學測) x 1.50、歷　史(分科) x 1.00、地　理(分科) x 1.00
東吳大學,德國文化學系A組,---,英　文(學測) x 2.00、國　文(學測) x 1.50、歷　史(分科) x 1.50
東吳大學,數學系,---,數學甲(分科) x 2.00、英　文(學測) x 1.50、國　文(學測) x 1.50
東吳大學,物理學系,---,物　理(分科) x 2.00、數學甲(分科) x 1.50、英　文(學測) x 1.00
東吳大學,化學系,---,化　學(分科) x 2.00、數學甲(分科) x 1.50、英　文(學測) x 1.00
東吳大學,微生物學系,---,自　然(學測) x 1.50、生　物(分科) x 2.00、英　文(學測) x 1.00
東吳大學,心理學系,---,數學甲(分科) x 1.50、英　文(學測) x 2.00、國　文(學測) x 1.00
東吳大學,法律學系,國　文 (均標) 數學 A (均標)或 數學 B (均標),英　文(學測) x 2.00、國　文(學測) x 2.00、公民與社會(分科) x 1.50、歷　史(分科) x 1.00
東吳大學,經濟學系,---,數學乙(分科) x 2.00、英　文(學測) x 1.50、國　文(學測) x 1.00
東吳大學,會計學系,---,英　文(學測) x 1.00、數學乙(分科) x 1.25、國　文(學測) x 1.00
東吳大學,企業管理學系,---,公民與社會(分科) x 2.00、英　文(學測) x 1.00、數學 B(學測) x 1.00、國　文(學測) x 1.00
東吳大學,國際經營與貿易學系,---,英　文(學測) x 2.00、國　文(學測) x 1.00、數學乙(分科) x 1.00
東吳大學,財務工程與精算數學系,---,數學乙(分科) x 2.00、英　文(學測) x 2.00、國　文(學測) x 1.50
東吳大學,資訊管理學系,---,數學乙(分科) x 1.25、英　文(學測) x 1.25、國　文(學測) x 1.00
東吳大學,資料科學系,---,數學乙(分科) x 1.50、公民與社會(分科) x 1.00、國　文(學測) x 1.00
東吳大學,德國文化學系B組,---,英　文(學測) x 2.00、國　文(學測) x 1.50、數學乙(分科) x 1.50
國立政治大學,土耳其語文學系,---,英　文(學測) x 2.00、國　文(學測) x 2.00、歷　史(分科) x 1.50、地　理(分科) x 1.00
國立政治大學,外交學系,數學 A (後標)或 數學 B (均標)英　聽 (Ａ級),英　文(學測) x 1.75、國　文(學測) x 1.50、歷　史(分科) x 1.00、地　理(分科) x 1.00、公民與社會(分科) x 1.00
國立政治大學,財政學系,---,數學乙(分科) x 1.50、英　文(學測) x 1.50、國　文(學測) x 1.00
國立政治大學,心理學系,---,英　文(學測) x 1.50、數學甲(分科) x 1.50、國　文(學測) x 1.00、生　物(分科) x 1.00
國立政治大學,韓國語文學系,---,國　文(學測) x 1.50、英　文(學測) x 1.50、歷　史(分科) x 1.00、地　理(分科) x 1.00、數學 B(學測) x 1.00
國立政治大學,中國文學系,---,國　文(學測) x 1.50、英　文(學測) x 1.25、歷　史(分科) x 1.00、地　理(分科) x 1.00
國立政治大學,日本語文學系,---,國　文(學測) x 1.50、英　文(學測) x 1.50、歷　史(分科) x 1.00、公民與社會(分科) x 1.00
國立政治大學,阿拉伯語文學系,---,英　文(學測) x 1.50、國　文(學測) x 1.50、歷　史(分科) x 1.25、地　理(分科) x 1.00
國立政治大學,斯拉夫語文學系,國　文 (前標) 英　文 (前標),英　文(學測) x 1.50、國　文(學測) x 1.50、歷　史(分科) x 1.00、地　理(分科) x 1.00
國立政治大學,哲學系,國　文 (前標) 英　文 (前標),國　文(學測) x 1.25、英　文(學測) x 1.25、公民與社會(分科) x 1.25、歷　史(分科) x 1.00
國立政治大學,東南亞語文學系越文組,國　文 (前標) 英　文 (前標),英　文(學測) x 1.50、國　文(學測) x 1.50、歷　史(分科) x 1.00、公民與社會(分科) x 1.00、地　理(分科) x 1.00
國立政治大學,教育學系,英　文 (前標) 社　會 (均標),英　文(學測) x 2.00、公民與社會(分科) x 2.00、國　文(學測) x 1.00、社　會(學測) x 1.00、數學 B(學測) x 1.00
國立政治大學,歷史學系,---,國　文(學測) x 1.00、英　文(學測) x 1.00、歷　史(分科) x 1.50、社　會(學測) x 1.00、地　理(分科) x 1.00
國立政治大學,民族學系,數學 B (均標) 社　會 (前標) 英　聽 (B級),公民與社會(分科) x 1.50、國　文(學測) x 1.00、英　文(學測) x 1.00、歷　史(分科) x 1.25、地　理(分科) x 1.25
國立政治大學,社會學系,數學 A (均標)或 數學 B (均標),英　文(學測) x 2.00、公民與社會(分科) x 2.00、國　文(學測) x 1.00
國立政治大學,經濟學系(A組),---,數學乙(分科) x 2.00、英　文(學測) x 1.50、社　會(學測) x 1.00
國立政治大學,企業管理學系,---,數學乙(分科) x 2.00、英　文(學測) x 1.00、國　文(學測) x 1.00
國立政治大學,金融學系(A組),---,數學乙(分科) x 2.00、英　文(學測) x 2.00、國　文(學測) x 1.00
國立政治大學,風險管理與保險學系,社　會 (均標),英　文(學測) x 1.50、數學乙(分科) x 1.50、國　文(學測) x 1.00
國立政治大學,財務管理學系,---,數學乙(分科) x 2.00、英　文(學測) x 1.50、國　文(學測) x 1.00
國立政治大學,國際經營與貿易學系,社　會 (均標),英　文(學測) x 2.00、數學乙(分科) x 2.00、國　文(學測) x 1.50
國立政治大學,統計學系(A組),---,數學乙(分科) x 2.00、英　文(學測) x 1.50、國　文(學測) x 1.50、歷　史(分科) x 1.00、地　理(分科) x 1.00
國立政治大學,會計學系,---,數學乙(分科) x 2.00、英　文(學測) x 2.00、國　文(學測) x 1.50、公民與社會(分科) x 1.00
國立政治大學,資訊管理學系(A組),社　會 (前標),數學乙(分科) x 2.00、英　文(學測) x 2.00、國　文(學測) x 1.00
國立政治大學,資訊管理學系(B組),自　然 (前標),數學甲(分科) x 2.00、英　文(學測) x 2.00、國　文(學測) x 1.00
國立政治大學,資訊科學系,---,數學甲(分科) x 1.25、英　文(學測) x 1.25、物　理(分科) x 1.25、化　學(分科) x 1.00、國　文(學測) x 1.00
國立政治大學,統計學系(B組),---,數學甲(分科) x 2.00、英　文(學測) x 1.50、國　文(學測) x 1.50、物　理(分科) x 1.00、化　學(分科) x 1.00
國立政治大學,法律學系,---,英　文(學測) x 2.00、公民與社會(分科) x 1.00、國　文(學測) x 1.00、歷　史(分科) x 1.00、數學 B(學測) x 1.00
國立政治大學,傳播學院大一大二不分系(自然組),---,數學 A(學測) x 1.50、英　文(學測) x 1.50、國　文(學測) x 1.00、物　理(分科) x 1.00
國立政治大學,英國語文學系,---,英　文(學測) x 2.00、國　文(學測) x 1.50、歷　史(分科) x 1.00、地　理(分科) x 1.00、數學 B(學測) x 1.00
國立政治大學,傳播學院大一大二不分系(社會組),---,國　文(學測) x 1.50、英　文(學測) x 1.50、歷　史(分科) x 1.00、數學乙(分科) x 1.00、公民與社會(分科) x 1.00
國立政治大學,東南亞語文學系泰文組,國　文 (前標) 英　文 (前標),英　文(學測) x 1.50、國　文(學測) x 1.50、歷　史(分科) x 1.00、公民與社會(分科) x 1.00、地　理(分科) x 1.00
國立政治大學,東南亞語文學系印尼文組,國　文 (前標) 英　文 (前標),英　文(學測) x 1.50、國　文(學測) x 1.50、歷　史(分科) x 1.00、公民與社會(分科) x 1.00、地　理(分科) x 1.00
國立政治大學,公共行政學系,數學 A (均標)或 數學 B (前標),英　文(學測) x 2.00、公民與社會(分科) x 2.00、國　文(學測) x 1.00
國立政治大學,地政學系土地資源規劃組,---,國　文(學測) x 1.50、英　文(學測) x 1.50、數學乙(分科) x 1.50、地　理(分科) x 1.00、公民與社會(分科) x 1.00
國立政治大學,地政學系土地管理組,---,國　文(學測) x 1.50、英　文(學測) x 1.50、數學乙(分科) x 1.50、地　理(分科) x 1.00、公民與社會(分科) x 1.00
國立政治大學,政治學系,數學 A (均標)或 數學 B (均標),公民與社會(分科) x 2.00、國　文(學測) x 1.75、英　文(學測) x 1.75、歷　史(分科) x 1.00
國立政治大學,地政學系土地測量與資訊組,---,國　文(學測) x 1.25、英　文(學測) x 1.50、數學甲(分科) x 2.00、物　理(分科) x 1.00、化　學(分科) x 1.00
國立政治大學,應用數學系,英　文 (均標),數學甲(分科) x 2.00、英　文(學測) x 1.00、物　理(分科) x 1.00、化　學(分科) x 1.00
國立政治大學,歐洲語文學系西班牙文組,社　會 (前標),英　文(學測) x 1.50、國　文(學測) x 1.50、歷　史(分科) x 1.00、地　理(分科) x 1.00、數學 B(學測) x 1.00
國立政治大學,歐洲語文學系德文組,社　會 (前標),英　文(學測) x 1.50、國　文(學測) x 1.50、歷　史(分科) x 1.00、地　理(分科) x 1.00、數學 B(學測) x 1.00
